Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1978","1978","1000 tonnes","1449843","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1979","1979","1000 tonnes","1409374","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1980","1980","1000 tonnes","1412446","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1981","1981","1000 tonnes","1490727","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1982","1982","1000 tonnes","1547757","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1983","1983","1000 tonnes","1472953","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1984","1984","1000 tonnes","1628250","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1985","1985","1000 tonnes","1660583","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1986","1986","1000 tonnes","1672387","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1987","1987","1000 tonnes","1613175","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1988","1988","1000 tonnes","1557802","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1989","1989","1000 tonnes","1695975","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1990","1990","1000 tonnes","1774038","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1991","1991","1000 tonnes","1711513","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1992","1992","1000 tonnes","1791283","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1993","1993","1000 tonnes","1719813","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1994","1994","1000 tonnes","1769249","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1995","1995","1000 tonnes","1707035","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1996","1996","1000 tonnes","1874382","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1997","1997","1000 tonnes","1896764","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1998","1998","1000 tonnes","1883535","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","1999","1999","1000 tonnes","1875839","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","2000","2000","1000 tonnes","1854573","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","2001","2001","1000 tonnes","1900778","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","2002","2002","1000 tonnes","1833793","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","2003","2003","1000 tonnes","1887461","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","2004","2004","1000 tonnes","2069611","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","2005","2005","1000 tonnes","2048422","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","2006","2006","1000 tonnes","2012975","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","2007","2007","1000 tonnes","2129062","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","2008","2008","1000 tonnes","2292544","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2905","Cereals - Excluding Beer","2009","2009","1000 tonnes","2261594","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1961","1961","1000 tonnes","444139","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1962","1962","1000 tonnes","437421","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1963","1963","1000 tonnes","451867","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1964","1964","1000 tonnes","466649","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1965","1965","1000 tonnes","471738","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1966","1966","1000 tonnes","494286","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1967","1967","1000 tonnes","512740","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1968","1968","1000 tonnes","524719","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1969","1969","1000 tonnes","511691","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1970","1970","1000 tonnes","546433","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1971","1971","1000 tonnes","516038","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1972","1972","1000 tonnes","502624","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1973","1973","1000 tonnes","569264","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1974","1974","1000 tonnes","534049","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1975","1975","1000 tonnes","529422","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1976","1976","1000 tonnes","524784","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1977","1977","1000 tonnes","545654","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1978","1978","1000 tonnes","570440","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1979","1979","1000 tonnes","559020","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1980","1980","1000 tonnes","505840","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1981","1981","1000 tonnes","523978","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1982","1982","1000 tonnes","525926","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1983","1983","1000 tonnes","531187","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1984","1984","1000 tonnes","559295","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1985","1985","1000 tonnes","541624","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1986","1986","1000 tonnes","543650","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1987","1987","1000 tonnes","552501","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1988","1988","1000 tonnes","540779","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1989","1989","1000 tonnes","558883","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1990","1990","1000 tonnes","550842","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1991","1991","1000 tonnes","555675","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1992","1992","1000 tonnes","581326","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1993","1993","1000 tonnes","620077","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1994","1994","1000 tonnes","582759","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1995","1995","1000 tonnes","608835","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1996","1996","1000 tonnes","638012","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1997","1997","1000 tonnes","615113","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1998","1998","1000 tonnes","629892","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","1999","1999","1000 tonnes","651040","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","2000","2000","1000 tonnes","678650","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","2001","2001","1000 tonnes","666008","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","2002","2002","1000 tonnes","677896","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","2003","2003","1000 tonnes","680910","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","2004","2004","1000 tonnes","717400","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","2005","2005","1000 tonnes","709657","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","2006","2006","1000 tonnes","690662","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","2007","2007","1000 tonnes","700539","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","2008","2008","1000 tonnes","717597","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2907","Starchy Roots","2009","2009","1000 tonnes","717949","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1961","1961","1000 tonnes","592450","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1962","1962","1000 tonnes","571672","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1963","1963","1000 tonnes","589941","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1964","1964","1000 tonnes","682814","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1965","1965","1000 tonnes","714695","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1966","1966","1000 tonnes","729562","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1967","1967","1000 tonnes","739408","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1968","1968","1000 tonnes","743734","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1969","1969","1000 tonnes","743873","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1970","1970","1000 tonnes","821951","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1971","1971","1000 tonnes","800185","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1972","1972","1000 tonnes","800425","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1973","1973","1000 tonnes","841776","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1974","1974","1000 tonnes","875290","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1975","1975","1000 tonnes","899198","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1976","1976","1000 tonnes","975300","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1977","1977","1000 tonnes","1015539","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1978","1978","1000 tonnes","1049709","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1979","1979","1000 tonnes","1025784","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1980","1980","1000 tonnes","995070","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1981","1981","1000 tonnes","1080185","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1982","1982","1000 tonnes","1191277","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1983","1983","1000 tonnes","1170965","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1984","1984","1000 tonnes","1218961","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1985","1985","1000 tonnes","1211115","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1986","1986","1000 tonnes","1215019","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1987","1987","1000 tonnes","1283408","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1988","1988","1000 tonnes","1279616","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1989","1989","1000 tonnes","1325888","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1990","1990","1000 tonnes","1356325","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1991","1991","1000 tonnes","1366780","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1992","1992","1000 tonnes","1391260","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1993","1993","1000 tonnes","1305593","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1994","1994","1000 tonnes","1337861","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1995","1995","1000 tonnes","1430168","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1996","1996","1000 tonnes","1482203","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1997","1997","1000 tonnes","1512894","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1998","1998","1000 tonnes","1532729","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","1999","1999","1000 tonnes","1536007","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","2000","2000","1000 tonnes","1499511","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","2001","2001","1000 tonnes","1488106","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","2002","2002","1000 tonnes","1586725","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","2003","2003","1000 tonnes","1605035","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","2004","2004","1000 tonnes","1587025","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","2005","2005","1000 tonnes","1563774","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","2006","2006","1000 tonnes","1667465","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","2007","2007","1000 tonnes","1855110","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","2008","2008","1000 tonnes","1943831","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2908","Sugar Crops","2009","2009","1000 tonnes","1909078","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1961","1961","1000 tonnes","65436","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1962","1962","1000 tonnes","62554","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1963","1963","1000 tonnes","65032","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1964","1964","1000 tonnes","75837","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1965","1965","1000 tonnes","78174","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1966","1966","1000 tonnes","78581","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1967","1967","1000 tonnes","79679","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1968","1968","1000 tonnes","80251","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1969","1969","1000 tonnes","82204","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1970","1970","1000 tonnes","88762","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1971","1971","1000 tonnes","89662","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1972","1972","1000 tonnes","88258","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1973","1973","1000 tonnes","93115","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1974","1974","1000 tonnes","94611","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1975","1975","1000 tonnes","97916","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1976","1976","1000 tonnes","102815","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1977","1977","1000 tonnes","110066","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1978","1978","1000 tonnes","112098","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1979","1979","1000 tonnes","109249","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1980","1980","1000 tonnes","107051","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1981","1981","1000 tonnes","117263","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1982","1982","1000 tonnes","126553","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1983","1983","1000 tonnes","122852","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1984","1984","1000 tonnes","127334","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1985","1985","1000 tonnes","125900","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1986","1986","1000 tonnes","127497","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1987","1987","1000 tonnes","128335","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1988","1988","1000 tonnes","130837","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1989","1989","1000 tonnes","134728","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1990","1990","1000 tonnes","139872","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1991","1991","1000 tonnes","142095","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1992","1992","1000 tonnes","145045","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1993","1993","1000 tonnes","139707","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1994","1994","1000 tonnes","139624","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1995","1995","1000 tonnes","150334","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1996","1996","1000 tonnes","157345","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1997","1997","1000 tonnes","161441","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1998","1998","1000 tonnes","164692","I","Imputed value"
"FBSH","Food Balances (-2013, old methodology and population)","001","World","5511","Production","S2909","Sugar & Sweeteners","1999","1999","1000 tonnes","168512","I","Imputed value"
